SNDR,Bw,Power,OSR,Adc,gm,Io,Vn
57.19679429642,10000.0,0.0006090993736232,32,855.880135661625,0.0001619838423859,0.0002255923606012,4.94822826091144e-08
82.0669180916716,10000.0,0.0014623574819584,128,68.8658211562641,0.0002989188184761,0.0005416138822068,1.0248387876321099e-11
53.4572590451144,10005.0688903953,0.0201433149627951,32,28.6088154940485,3.55983770257728e-05,0.0074604870232574,3.62440169641865e-09
71.112228428148,10005.0688903953,0.0189815239232436,64,29.1017170852537,0.0002229594371823,0.0070301940456457,1.78739414170524e-09
80.5411025245326,10005.0688903953,0.0007701560488279,128,926.068713044824,0.0005421811278612,0.0002852429810474,5.1813593486570605e-09
93.7760158153937,10005.0688903953,0.0023131159612793,256,169.992630664283,0.0006912867527948,0.0008567096152886,9.40356262142288e-11
103.937315979194,10005.0688903953,0.0006113947291577,512,293.747209283751,0.000305487587594,0.0002264424922806,4.434860475687079e-11
56.0916458042413,10010.1403501556,0.0231792918602159,32,308.79391994463,0.0002814805680116,0.008584922911191,3.74530961418503e-09
69.7070970806943,10010.1403501556,0.0007231971282646,64,105.673298174029,0.0002422923485933,0.0002678507882461,7.336972367201239e-11
81.9715873702727,10010.1403501556,0.0090282520298439,128,432.155049512839,0.0008995544298275,0.0033437970480903,3.23209640092198e-09
93.8818460599595,10010.1403501556,0.0046498753054908,512,16.7302301330711,0.0002957708592386,0.0017221760390706,6.7973375356380606e-09
56.4324233089496,10015.2143805832,0.0002761115577005,32,149.29315531071,1.82466321335081e-05,0.000102263539889,3.3866264724419705e-09
70.3208360227326,10015.2143805832,0.0062433242410687,64,18.3120088923559,7.49862468949772e-05,0.0023123423115069,2.36459179104744e-09
80.6867076916696,10015.2143805832,0.0023326359914344,128,20.8754992745069,0.0004698724412446,0.0008639392560868,1.10011454526018e-11
52.2901285568175,10015.2143805832,0.0164638718926607,256,147.165691077761,1.6151944173669e-05,0.006097730330615,2.4695044575621103e-10
55.1721924190646,10015.2143805832,0.0016223624801552,512,458.827422994574,0.0001552339815137,0.00060087499265,8.622101473677001e-11
53.9206131138093,10020.2909829813,0.0004641729139826,32,60.2798365176355,6.39121937749526e-05,0.0001719158940676,9.844023895432919e-11
69.3599683497906,10020.2909829813,0.0016114100594604,64,516.703848834362,0.0001234408503841,0.0005968185405408,7.3436151931389505e-09
80.2122963006825,10020.2909829813,0.0049171924448598,128,354.305747853446,7.39215089232779e-05,0.0018211823869851,1.96959115096656e-10
71.3720112993433,10020.2909829813,0.0038779408582906,256,11.001396122465,0.0001220674663543,0.0014362743919595,5.97639075821846e-09
56.8687991890817,10025.3701586535,0.0140655950531609,32,793.481534141034,0.0002792250155162,0.0052094796493188,6.20314252782194e-08
72.8798449488998,10025.3701586535,0.0033673147783786,64,12.9613169322572,0.0002184363491845,0.0012471536216217,4.061121747373e-11
80.4480306767345,10025.3701586535,0.0068290016125493,128,19.4019989245162,0.0005300854979291,0.0025292598564997,1.53759162398208e-11
60.9344906815387,10030.4519089041,0.0016604698204248,32,156.155322360538,0.0006120083134201,0.0006149888223795,1.78874138862041e-08
68.8991984893536,10030.4519089041,0.0035565456168765,64,530.089771027394,0.0004566791404471,0.0013172391173616,5.36285484165361e-09
80.4113367286242,10030.4519089041,0.0003599392677153,128,923.008585546673,0.0006796942954365,0.0001333108398945,2.66803513558172e-11
89.2879525883181,10030.4519089041,0.0003218268222672,256,43.9345755010047,0.0002332177532282,0.0001191951193582,5.38361763035279e-11
54.2405695454157,10035.5362350383,0.0129886990331736,32,455.934829422464,4.36280995293778e-05,0.0048106292715457,1.0719682317466001e-10
69.4494496766611,10035.5362350383,0.0070746243512021,64,178.594720118981,0.0001421682845569,0.0026202312411859,6.65483671021041e-10
80.0894664472761,10035.5362350383,0.0031661554846154,128,61.9681363058405,0.0001477942442774,0.0011726501794872,5.88791368195425e-10
72.5213381051417,10035.5362350383,0.0033834652359452,256,10.8810553790104,0.0001298538620826,0.0012531352725723,4.90756288518416e-10
54.0905252375272,10040.6231383616,0.001380351380281,32,416.089862011412,5.55388135203458e-05,0.0005112412519559,1.3338796416297e-09
70.0401810962347,10040.6231383616,0.0020571614771455,64,37.2849097503322,0.0007198738507206,0.000761911658202,6.309743446483519e-11
77.1717563848851,10040.6231383616,0.0024235969316107,128,10.8377151931348,0.000862019425876,0.0008976284931891,2.23101886163286e-08
50.2720161619776,10040.6231383616,0.0237886231833914,512,835.948563197094,0.0001072689792071,0.0088106011790338,8.04500185025434e-08
55.0786792031753,10045.7126201805,0.0010034089247706,32,606.952733143042,9.36683298352033e-05,0.0003716329351002,2.2273917445113e-10
71.8776844308569,10045.7126201805,0.0097573772690773,64,33.6848833998185,0.0002909323241151,0.0036138434329916,6.28036112712769e-08
71.9809964683501,10045.7126201805,0.0017558678799021,128,13.4792564567583,5.42527421241891e-05,0.0006503214370007,2.8291536787175604e-09
61.9793362422961,10045.7126201805,0.0028388351224755,256,451.520530108659,9.70186062062028e-05,0.0010514204157316,1.84542703492282e-10
106.196225510827,10045.7126201805,0.002056098965028,512,851.653098443486,0.0002300537743843,0.0007615181351955,4.73503358892386e-10
56.7852026755813,10050.8046818019,0.0011441007516528,32,231.961183185472,0.0001140606997734,0.0004237410191306,5.955101343155441e-10
69.4390537141769,10050.8046818019,0.0004681857180795,64,538.276408008913,0.0005788242123569,0.0001734021178072,4.6056078883358595e-11
53.9960559622061,10050.8046818019,0.0009968296052088,256,240.673282818646,1.32721536447085e-05,0.0003691961500773,2.16952621896076e-11
105.292238223892,10050.8046818019,0.0081069184930584,512,301.888630471957,0.0007831337059642,0.0030025624048364,3.38840960579561e-10
56.4771956572663,10055.8993245336,0.004382991117887,32,109.616750336565,0.000838389242744,0.0016233300436618,2.8838217583253804e-09
