SNR,Bw,Power,OSR,Adc1,gm1,Io1,Adc2,gm2,Io2
64.3414539029285,10000.0,0.0022239040952765,32,152.531501237093,0.0008482862775517,0.001501507189408,100.0,0.0001741469183975,0.0003082483554276
87.7479651390134,10000.0,0.0003264095497178,64,122.641098104617,0.0001696662167639,0.0001108662378264,100.0,0.0001,0.0001
101.996869222155,10000.0,0.0018227839730456,128,390.578399538425,0.0001546121671017,0.0012306840236855,100.0,0.0001,0.0002526503562741
95.0309802038138,10000.0,0.0006037113113615,512,129.749792270897,0.0001842692008332,0.0003749631536776,100.0,0.0001,0.0001
64.5126741255935,10005.0688903953,0.0123585461739766,32,474.491291954325,0.0005142005508017,0.0083440855072256,100.0,0.0001055615818976,0.001712979233995
89.9208492688042,10005.0688903953,0.0104826133409192,64,903.137433225705,0.0007235220614372,0.0070775171144317,185.407456241854,0.0001485337447112,0.001452962081317
81.4560816300161,10005.0688903953,0.0003308291868109,128,142.685412773013,0.0005241484045137,0.0001150754160104,100.0,0.0001076038029195,0.0001
109.474340285501,10005.0688903953,0.0019199697568873,256,280.433714705759,0.0081260115836402,0.0012963006811019,100.0,0.001668210265334,0.0002661209722525
101.46476878115,10005.0688903953,0.0008069814551247,512,185.440364913319,0.0003073481599737,0.0005448474415611,100.0,0.0001,0.0001118531626121
64.3354667646087,10010.1403501556,0.0008862418487421,32,454.110911398358,0.0014746673707369,0.0005983614627388,100.0,0.0003027383385435,0.000122839196603
89.436331206631,10010.1403501556,0.0023401561430649,64,860.634674999086,0.0014012930358579,0.0015799967636249,176.681953349216,0.0002876751285791,0.0003243616863136
108.083755225492,10010.1403501556,0.0030919452066194,128,334.776837617961,0.0023211060167212,0.0020875801105161,100.0,0.0004765059518027,0.0004285648050368
108.789982560962,10010.1403501556,0.0080010248852719,256,251.271706734129,0.0008356346518505,0.0054020298867134,100.0,0.000171549632921,0.0011089969067727
110.308699969799,10010.1403501556,0.0104114374494745,512,405.228627076249,0.0002162916848464,0.0070294614842705,100.0,0.0001,0.0014430966147573
64.3982458629696,10015.2143805832,0.0003516996373413,32,532.293526919711,0.0011857765871461,0.0001349520355631,109.27593649584,0.0002434311906535,0.0001
90.0819487606768,10015.2143805832,0.0131735020313089,64,800.470590068819,0.0008510027498462,0.0088943170039136,164.330710300638,0.0001747045901311,0.0018259377034283
106.289995954711,10015.2143805832,0.0011628751346798,128,287.71527504184,0.0026898782666418,0.0007851351948198,100.0,0.0005522121757671,0.0001611824667233
109.724423776252,10015.2143805832,0.0007364083831059,256,472.329093209615,0.0001484185170815,0.0004971988153276,100.0,0.0001,0.000102071250958
99.987316564008,10015.2143805832,0.0008643760906043,512,847.308219345721,0.0003936784604804,0.0005835984191725,173.946130259053,0.0001,0.0001198084526062
63.9331669509748,10020.2909829813,0.0012667823624528,32,562.2147270108,0.0001401882936263,0.0008552899509822,115.418538266623,0.0001,0.000175584720915
88.9394274810837,10020.2909829813,0.0070626303688399,64,209.793099038018,0.0044756474762612,0.0047684566512864,100.0,0.0009188174280906,0.0009789289928519
101.990559076561,10020.2909829813,0.0013784503054087,128,260.245267394466,0.0001604688084224,0.0009306844877928,100.0,0.0001,0.000191062663441
100.199236435211,10020.2909829813,0.0049047902715324,256,135.81183304606,0.000413778076489,0.0033115537090319,100.0,0.0001,0.0006798375604994
93.563854121965,10020.2909829813,0.00463580774754,512,107.563290016227,0.0003496197608557,0.0031299455207753,100.0,0.0001,0.0006425547384409
63.9898593783284,10025.3701586535,0.006457819365668,32,109.691371387118,0.0017678465265931,0.0043601080757231,100.0,0.0003629258576415,0.000895098041028
89.2783949741666,10025.3701586535,0.0060203157416295,64,202.946355923589,0.0005842834763732,0.0040647199615138,100.0,0.0001199490897986,0.0008344570390666
108.644417803034,10025.3701586535,0.0023917661342809,128,369.573849539104,0.0006285081111714,0.0016148421389362,100.0,0.0001290280812561,0.0003315151849513
121.747553274882,10025.3701586535,0.0011459028972792,256,779.108691663637,0.0088867903846106,0.0007736760961422,159.945270058553,0.0018243925439789,0.0001588299982523
116.561637487378,10025.3701586535,0.0092919913822448,512,475.780005325005,0.0026816726327568,0.0062736481730445,100.0,0.0005505276196303,0.0012879337145466
64.288704104719,10030.4519089041,0.0140719054074003,32,937.918632657062,0.0001450741353855,0.0095008895315037,192.547780044595,0.0001,0.0019504625711054
88.169778222793,10030.4519089041,0.0003196166231587,64,136.250241497017,0.0013930974889618,0.0001043967839607,100.0,0.0002859926432268,0.0001
101.610238974927,10030.4519089041,0.0049345510321816,128,172.906236566201,0.0003404882376224,0.0033316471996514,100.0,0.0001,0.000683962605975
105.358561900861,10030.4519089041,0.0116445776745384,256,212.806174674775,0.0038811788152492,0.0078620373662135,100.0,0.0007967773949807,0.0016140183047686
90.6216521963987,10030.4519089041,0.0064309546631078,512,141.617211863526,0.0005067790792852,0.0043419699086496,100.0,0.0001040380085135,0.0008913744090598
