SNR,Bw,Power,Category
57.4606397919917,14250.7674677925,0.0004097459095405,2ndSCSDM_SingleBit
65.9313219930967,19700.2395473117,0.0028224827194558,2ndSCSDM_SingleBit
53.9935899443114,23086.4731439516,0.0033941647510671,2ndSCSDM_SingleBit
95.1005845134451,13838.0029879768,0.0205133860841968,2ndSCSDM_SingleBit
65.5861949138743,19295.1469366285,0.005443130731962,2ndSCSDM_SingleBit
57.0244127506886,143832.968709821,0.0156775175194364,2ndSCSDM_SingleBit
59.6913977905292,34348.1166776952,0.0002848715733221,2ndSCSDM_SingleBit
68.3302923214202,16381.7831135218,0.0002880665836909,2ndSCSDM_SingleBit
56.4240007714744,79217.358147491,0.0007560078528071,2ndSCSDM_SingleBit
66.0949167792682,28145.578364548,0.0052869752207387,2ndSCSDM_SingleBit
63.9832783927716,12209.920477191,0.0055243595513828,2ndSCSDM_SingleBit
58.5433190086538,47748.2104755655,0.0002999156347926,2ndSCSDM_SingleBit
64.2292965405328,55391.2948853519,0.0032384614412082,2ndSCSDM_SingleBit
100.929149005624,17059.5605195921,0.0025238090924179,2ndSCSDM_SingleBit
51.7612641860582,10272.2224797984,0.0004347408718422,2ndSCSDM_SingleBit
57.6276940387604,103101.193074389,0.0062513248564789,2ndSCSDM_SingleBit
61.6093486510708,16582.2390602349,0.0002553976730623,2ndSCSDM_SingleBit
58.9877282687073,15955.7358615073,0.0004527706615685,2ndSCSDM_SingleBit
84.2113805685481,15899.2359628966,0.0171259619034215,2ndSCSDM_SingleBit
64.8214137556722,26579.1299291338,0.0032760570886667,2ndSCSDM_SingleBit
54.8737220313783,46271.3246478139,0.0011732335467853,2ndSCSDM_SingleBit
66.7307723038215,23357.1316616359,0.0002754288909512,2ndSCSDM_SingleBit
85.5151609810986,11712.9422396565,0.0013717772419415,2ndSCSDM_SingleBit
65.6057277335988,112662.212333963,0.0095200022509523,2ndSCSDM_SingleBit
66.8741454724545,15259.8232868424,0.009236701263396,2ndSCSDM_SingleBit
66.0352349271517,27399.6970177581,0.005676664668341,2ndSCSDM_SingleBit
51.6306853005034,141375.974285643,0.0017355504601722,2ndSCSDM_SingleBit
52.5879873386186,59765.9763436555,0.0003153517577637,2ndSCSDM_SingleBit
62.0494475415268,52734.3301653963,0.0033413810761647,2ndSCSDM_SingleBit
50.1286867394908,18946.3296755557,0.0108573109760996,2ndSCSDM_SingleBit
51.7221428734376,31801.6945563497,0.0029063808607536,2ndSCSDM_SingleBit
76.4386548199124,48775.3730609268,0.015957394453696,2ndSCSDM_SingleBit
103.742059550923,14623.8762711017,0.0116160707104914,2ndSCSDM_SingleBit
55.0895384831129,16340.3274435525,0.0003766194874867,2ndSCSDM_SingleBit
66.4400410104861,14594.2630767302,0.0015478757878074,2ndSCSDM_SingleBit
81.1244548270855,49122.6476322787,0.0059022214574986,2ndSCSDM_SingleBit
78.5829151486028,19481.8266024067,0.0157038458532796,2ndSCSDM_SingleBit
51.98165874481,28131.3189073263,0.001911050976125,2ndSCSDM_SingleBit
53.4119850546166,86651.3046097627,0.0027963621094517,2ndSCSDM_SingleBit
75.2320588771203,10509.1639453459,0.0045215144755095,2ndSCSDM_SingleBit
65.4319462866076,20797.9449470273,0.0014165367175494,2ndSCSDM_SingleBit
83.8340083696366,12403.2477573437,0.0037308112545628,2ndSCSDM_SingleBit
64.504706578272,11066.6625573389,0.0003638486206429,2ndSCSDM_SingleBit
56.719248932434,52841.3333049879,0.0036861456375888,2ndSCSDM_SingleBit
80.7597983806897,51310.8174570734,0.0056433767429412,2ndSCSDM_SingleBit
85.4972079922078,53002.2452518056,0.0086714745355082,2ndSCSDM_SingleBit
52.2230858774299,53596.4593729081,0.0007821175851666,2ndSCSDM_SingleBit
51.0223115544157,26809.0964353259,0.0006789857976917,2ndSCSDM_SingleBit
77.6503917595319,17338.4593952415,0.0050084827738694,2ndSCSDM_SingleBit
66.1687220744807,16498.4193656244,0.0003055778763873,2ndSCSDM_SingleBit
64.7178559517834,31147.7618241591,0.0017871888810323,2ndSCSDM_SingleBit
